Order_ID,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Product_Price,Discount_Percent,Final_Price,Quantity,Revenue,Delivery_Time,Customer_Rating,Customer_Location,Browsing_Frequency,Product_Search_Method
ORD010053,2023/06/07 1:00:08 PM GMT+5:30,26,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,74.17,15,63.04,1,63.04,4,1.0,Karnataka,Few times a week,categories
ORD010054,2023/06/09 10:26:51 AM GMT+5:30,34,Female,Few times a month,others,16.34,25,12.26,1,12.26,3,4.0,Tamil Nadu,Few times a month,categories
ORD010055,2023/06/11 11:27:55 PM GMT+5:30,34,Male,Less than once a month,Clothing and Fashion,54.28,25,40.71,1,40.71,6,4.0,Karnataka,Few times a week,categories
ORD010056,2023/06/12 2:49:47 PM GMT+5:30,45,Prefer not to say,Once a week,Clothing and Fashion,22.55,30,15.78,1,15.78,3,2.0,Maharashtra,Multiple times a day,categories
ORD010057,2023/06/11 11:15:37 PM GMT+5:30,21,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,55.85,15,47.47,2,94.94,2,4.0,Maharashtra,Few times a week,categories
ORD010058,2023/06/05 10:06:15 PM GMT+5:30,40,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,25.71,20,20.57,1,20.57,2,2.0,West Bengal,Few times a week,categories
ORD010059,2023/06/05 8:50:24 PM GMT+5:30,20,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,12.1,30,8.47,1,8.47,1,4.0,Maharashtra,Multiple times a day,categories
ORD010060,2023/06/07 2:19:05 PM GMT+5:30,20,Female,Once a month,Home and Kitchen,22.04,15,18.73,2,37.46,3,4.0,Delhi,Rarely,categories
ORD010061,2023/06/07 10:10:26 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food,48.33,25,36.25,2,72.5,3,2.0,Karnataka,Few times a week,Filter
ORD010062,2023/06/07 6:18:37 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,24.64,70,7.39,1,7.39,3,5.0,Karnataka,Few times a month,categories
ORD010063,2023/06/06 10:19:05 AM GMT+5:30,26,Female,Less than once a month,others,15.62,20,12.5,1,12.5,5,5.0,Delhi,Few times a month,Keyword
ORD010064,2023/06/07 2:33:56 PM GMT+5:30,29,Female,Less than once a month,Clothing and Fashion,13.6,50,6.8,1,6.8,5,4.0,Karnataka,Few times a month,others
ORD010065,2023/06/07 10:16:22 PM GMT+5:30,34,Female,Once a week,Clothing and Fashion,18.79,20,15.03,1,15.03,3,3.0,West Bengal,Few times a week,Filter
ORD010066,2023/06/09 3:22:15 PM GMT+5:30,56,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,18.68,10,16.81,1,16.81,3,2.0,Delhi,Few times a week,categories
ORD010067,2023/06/08 10:39:59 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,49.5,10,44.55,1,44.55,3,4.0,Maharashtra,Rarely,categories
ORD010068,2023/06/06 6:34:44 PM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,25.11,25,18.83,1,18.83,1,2.0,Delhi,Few times a week,Filter
ORD010069,2023/06/07 3:56:01 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;others,26.87,0,26.87,1,26.87,6,3.0,Maharashtra,Few times a month,categories
ORD010070,2023/06/06 6:34:44 PM GMT+5:30,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,29.2,20,23.36,2,46.72,3,3.0,Karnataka,Few times a week,Filter
ORD010071,2023/06/08 5:58:43 PM GMT+5:30,45,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,48.33,10,43.5,2,87.0,5,2.0,nan,Few times a month,categories
ORD010072,2023/06/09 3:18:25 PM GMT+5:30,56,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,51.73,50,25.86,1,25.86,5,4.0,Tamil Nadu,Few times a week,categories
ORD010073,2023/06/08 5:59:20 PM GMT+5:30,25,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,22.9,10,20.61,1,20.61,2,,Uttar Pradesh,Few times a week,Keyword
ORD010074,2023/06/06 10:19:05 AM GMT+5:30,26,Female,Less than once a month,others,27.53,20,22.02,1,22.02,3,3.0,Delhi,Few times a month,Keyword
ORD010075,2023/06/05 8:52:01 PM GMT+5:30,25,Male,Few times a month,others,51.92,20,41.54,10,415.4,3,3.0,Uttar Pradesh,Rarely,others
ORD010076,2023/06/07 10:17:40 PM GMT+5:30,45,Female,Once a week,others,20.35,25,15.26,1,15.26,3,3.0,Karnataka,Rarely,Keyword
ORD010077,2023/06/08 5:13:33 PM GMT+5:30,22,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,22.57,15,19.18,1,19.18,3,2.0,Maharashtra,Multiple times a day,Keyword
ORD010078,2023/06/07 1:25:26 PM GMT+5:30,24,Female,Less than once a month,Clothing and Fashion,51.85,30,36.3,5,181.5,3,3.0,Uttar Pradesh,Rarely,categories
ORD010079,2023/06/05 10:09:03 PM GMT+5:30,31,Female,Once a month,Home and Kitchen;others,22.16,15,18.84,1,18.84,4,5.0,Tamil Nadu,Rarely,others
ORD010080,2023/06/06 6:37:19 PM GMT+5:30,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,39.38,10,35.44,3,106.32,3,5.0,Delhi,Few times a month,Filter
ORD010081,2023/06/04 8:00:11 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,10.96,20,8.77,1,8.77,3,5.0,Karnataka,Few times a month,Keyword
ORD010082,2023/06/09 2:39:16 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Home and Kitchen,49.83,20,39.86,1,39.86,3,1.0,Tamil Nadu,Few times a week,categories
ORD010083,2023/06/09 10:26:51 AM GMT+5:30,34,Female,Few times a month,others,28.77,20,23.02,1,23.02,5,4.0,Delhi,Few times a month,categories
ORD010084,2023/06/05 10:07:31 PM GMT+5:30,34,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,44.03,25,33.02,4,132.08,4,4.0,Karnataka,Few times a month,categories
ORD010085,2023/06/06 2:07:12 PM GMT+5:30,21,Female,Once a month,Clothing and Fashion,72.5,15,61.62,1,61.62,5,4.0,Maharashtra,Few times a week,
ORD010086,2023/06/07 11:01:42 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,26.22,0,26.22,1,26.22,3,4.0,Karnataka,Few times a week,categories
ORD010087,2023/06/04 1:28:19 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,11.32,10,10.19,5,50.95,5,3.0,Delhi,Few times a week,Keyword
ORD010088,2023/06/12 2:49:47 PM GMT+5:30,45,Prefer not to say,Once a week,Clothing and Fashion,25.7,30,17.99,2,35.98,3,3.0,Karnataka,Multiple times a day,categories
ORD010089,2023/06/07 6:29:14 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,77.49,25,58.12,1,58.12,2,1.0,nan,Few times a week,Filter
ORD010090,2023/06/06 6:46:14 PM GMT+5:30,54,Female,Few times a month,Beauty and Personal Care;others,37.3,10,33.57,1,33.57,4,4.0,West Bengal,Few times a week,Keyword
ORD010091,2023/06/08 5:59:20 PM GMT+5:30,25,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion;others,15.72,5,14.93,1,14.93,3,3.0,Uttar Pradesh,Few times a week,Keyword
ORD010092,2023/06/05 12:39:14 AM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;others,28.92,15,24.58,3,73.74,1,,Maharashtra,Few times a month,others
ORD010093,2023/06/05 12:39:14 AM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;others,46.59,25,34.94,2,69.88,4,1.0,Maharashtra,Few times a month,others
ORD010094,2023/06/05 4:50:33 PM GMT+5:30,24,Female,Less than once a month,others,30.33,5,28.81,1,28.81,5,,Tamil Nadu,Rarely,categories
ORD010095,2023/06/07 1:40:37 PM GMT+5:30,27,Male,Once a month,Clothing and Fashion,29.76,20,23.81,1,23.81,3,3.0,West Bengal,Few times a month,Keyword
ORD010096,2023/06/06 7:16:28 PM GMT+5:30,37,Male,Once a week,Beauty and Personal Care;Clothing and Fashion,20.09,10,18.08,3,54.24,5,4.0,Maharashtra,Few times a month,categories
ORD010097,2023/06/07 6:31:23 PM GMT+5:30,27,Female,Once a week,Beauty and Personal Care,21.26,25,15.94,1,15.94,4,4.0,Maharashtra,Few times a month,categories
ORD010098,2023/06/06 6:37:19 PM GMT+5:30,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,38.7,0,38.7,2,77.4,3,4.0,Delhi,Few times a month,Filter
ORD010099,2023/06/09 10:59:38 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,46.75,10,42.08,1,42.08,3,1.0,Tamil Nadu,Few times a month,Filter
ORD010100,2023/06/09 3:17:31 PM GMT+5:30,56,Female,Few times a month,Clothing and Fashion,29.33,20,23.46,3,70.38,6,5.0,Maharashtra,Few times a week,Filter
ORD010101,2023/06/06 10:07:39 AM GMT+5:30,24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,23.44,20,18.75,1,18.75,2,4.0,Delhi,Few times a week,Keyword
ORD010102,2023/06/04 11:12:15 PM GMT+5:30,23,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,56.23,25,42.17,3,126.51,2,5.0,Tamil Nadu,Few times a week,Keyword
ORD010103,2023/06/09 3:00:03 PM GMT+5:30,56,Prefer not to say,Once a week,Clothing and Fashion,24.62,10,22.16,1,22.16,1,3.0,Delhi,Few times a month,categories
ORD010104,2023/06/07 10:10:26 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food,40.55,20,32.44,1,32.44,6,4.0,nan,Few times a week,Filter
ORD010105,2023/06/06 11:06:30 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,48.09,10,43.28,1,43.28,4,3.0,Tamil Nadu,Few times a month,Keyword
ORD010106,2023/06/07 6:15:10 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,13.67,20,10.94,1,10.94,2,2.0,Tamil Nadu,Few times a month,categories
ORD010107,2023/06/07 9:22:24 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,36.52,5,34.69,2,69.38,5,3.0,Tamil Nadu,Multiple times a day,Keyword
ORD010108,2023/06/11 10:53:44 PM GMT+5:30,34,Female,Few times a month,Clothing and Fashion,5.01,5,4.76,1,4.76,4,3.0,Maharashtra,Few times a week,Filter
ORD010109,2023/06/11 11:08:35 PM GMT+5:30,37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,30.83,15,26.21,2,52.42,7,2.0,Maharashtra,Few times a week,categories
ORD010110,2023/06/05 8:47:42 PM GMT+5:30,30,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,49.68,15,42.23,2,84.46,60,2.0,Karnataka,Few times a week,Filter
ORD010111,2023/06/11 11:04:17 PM GMT+5:30,45,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,41.92,15,35.63,4,142.52,4,3.0,Uttar Pradesh,Few times a month,Keyword
ORD010112,2023/06/07 12:01:15 PM GMT+5:30,35,Male,Once a month,Clothing and Fashion,57.97,20,46.38,3,139.14,2,3.0,Maharashtra,Few times a week,categories
ORD010113,2023/06/05 2:56:10 AM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,42.32,15,35.97,1,35.97,2,3.0,West Bengal,Few times a week,Keyword
ORD010114,2023/06/09 3:00:03 PM GMT+5:30,56,Prefer not to say,Once a week,Clothing and Fashion,22.65,0,22.65,1,22.65,5,5.0,nan,Few times a month,categories
ORD010115,2023/06/11 11:07:31 PM GMT+5:30,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,11.27,15,9.58,2,19.16,3,4.0,Karnataka,Few times a week,Keyword
ORD010116,2023/06/04 9:18:12 PM GMT+5:30,24,Female,Multiple times a week,Groceries and Gourmet Food,35.85,5,34.06,2,68.12,5,1.0,Karnataka,Few times a week,categories
ORD010117,2023/06/07 9:23:41 PM GMT+5:30,23,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,46.3,5,43.98,1,43.98,5,4.0,West Bengal,Few times a week,Keyword
ORD010118,2023/06/06 7:41:36 PM GMT+5:30,54,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,9.68,5,9.2,1,9.2,6,4.0,Delhi,Few times a week,Filter
ORD010119,2023/06/11 10:49:05 PM GMT+5:30,34,Prefer not to say,Once a month,Home and Kitchen,43.94,10,39.55,1,39.55,3,1.0,Delhi,Few times a month,Filter
ORD010120,2023/06/08 3:28:23 AM GMT+5:30,17,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen;others,35.21,25,26.41,1,26.41,1,2.0,Maharashtra,Rarely,Filter
ORD010121,2023/06/08 10:54:00 AM GMT+5:30,25,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,25.65,20,20.52,1,20.52,1,3.0,Uttar Pradesh,Multiple times a day,Filter
ORD010122,2023/06/12 3:37:14 PM GMT+5:30,12,Female,Multiple times a week,Beauty and Personal Care,45.05,20,36.04,1,36.04,3,4.0,Delhi,Few times a week,categories
ORD010123,2023/06/06 6:38:45 PM GMT+5:30,44,Female,Few times a month,Beauty and Personal Care,27.31,25,20.48,1,20.48,6,5.0,Tamil Nadu,Multiple times a day,Filter
ORD010124,2023/06/05 11:20:41 AM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion,26.11,50,13.06,1,13.06,5,3.0,Delhi,Few times a month,Keyword
ORD010125,2023/06/11 11:10:14 PM GMT+5:30,32,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,13.6,15,11.56,1,11.56,4,,Karnataka,Few times a week,Filter
ORD010126,2023/06/12 3:48:11 PM GMT+5:30,25,Female,Few times a month,Beauty and Personal Care,43.96,15,37.37,1,37.37,2,5.0,Delhi,Few times a week,categories
ORD010127,2023/06/11 11:01:04 PM GMT+5:30,40,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,13.27,50,6.64,1,6.64,5,4.0,Tamil Nadu,Few times a month,categories
ORD010128,2023/06/06 7:10:14 PM GMT+5:30,46,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,20.51,25,15.38,1,15.38,5,3.0,Maharashtra,Few times a month,Keyword
ORD010129,2023/06/06 6:45:07 PM GMT+5:30,35,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,45.56,25,34.17,2,68.34,2,4.0,Maharashtra,Rarely,Keyword
ORD010130,2023/06/09 4:29:50 PM GMT+5:30,33,Prefer not to say,Once a week,Beauty and Personal Care,29.45,20,23.56,1,23.56,5,4.0,Delhi,Few times a month,categories
ORD010131,2023/06/12 4:02:53 PM GMT+5:30,23,Female,Once a week,Clothing and Fashion,109.55,20,87.64,1,87.64,2,5.0,West Bengal,Few times a week,Filter
ORD010132,2023/06/04 8:48:59 PM GMT+5:30,25,Female,Less than once a month,Beauty and Personal Care,50.15,20,40.12,2,80.24,2,4.0,Tamil Nadu,Few times a week,Keyword
ORD010133,2023/06/07 9:53:52 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,56.03,20,44.82,2,89.64,1,3.0,Tamil Nadu,Few times a week,Keyword
ORD010134,2023/06/08 5:13:33 PM GMT+5:30,22,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;others,60.21,15,51.18,1,51.18,5,3.0,Tamil Nadu,Multiple times a day,Keyword
ORD010135,2023/06/11 11:21:30 PM GMT+5:30,36,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,27.97,25,20.98,1,20.98,3,1.0,Tamil Nadu,Few times a month,categories
ORD010136,2023/06/08 6:01:33 PM GMT+5:30,52,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,22.82,30,15.97,1,15.97,4,1.0,Maharashtra,Few times a week,Keyword
ORD010137,2023/06/08 3:25:32 AM GMT+5:30,37,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,14.16,20,11.33,1,11.33,2,3.0,Maharashtra,Few times a week,Keyword
ORD010138,2023/06/04 9:29:59 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care,11.97,15,10.17,3,30.51,3,5.0,Maharashtra,Few times a month,categories
ORD010139,2023/06/09 3:00:03 PM GMT+5:30,56,Prefer not to say,Once a week,Clothing and Fashion,73.93,20,59.14,1,59.14,1,3.0,Uttar Pradesh,Few times a month,categories
ORD010140,2023/06/07 9:18:55 PM GMT+5:30,34,Male,Once a week,Clothing and Fashion,21.42,10,19.28,2,38.56,6,2.0,Delhi,Few times a week,others
ORD010141,2023/06/11 11:03:34 PM GMT+5:30,27,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,61.91,50,30.96,1,30.96,4,3.0,Karnataka,Few times a month,Filter
ORD010142,2023/06/05 10:09:03 PM GMT+5:30,31,Female,Once a month,Home and Kitchen;others,11.82,20,9.46,1,9.46,6,3.0,Tamil Nadu,Rarely,others
ORD010143,2023/06/11 11:19:12 PM GMT+5:30,35,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,29.14,5,27.68,4,110.72,3,,Karnataka,Few times a month,categories
ORD010144,2023/06/08 5:30:12 PM GMT+5:30,28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,80.43,20,64.34,3,193.02,3,,Tamil Nadu,Few times a month,categories
ORD010145,2023/06/07 11:10:09 PM GMT+5:30,22,Female,Few times a month,Beauty and Personal Care,39.9,25,29.92,2,59.84,3,4.0,Uttar Pradesh,Few times a week,categories
ORD010146,2023/06/07 11:05:19 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,40.64,10,36.58,1,36.58,2,5.0,Maharashtra,Few times a week,Filter
ORD010147,2023/06/08 5:30:12 PM GMT+5:30,28,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,21.97,5,20.87,1,20.87,6,3.0,Maharashtra,Few times a month,categories
ORD010148,2023/06/06 6:35:33 PM GMT+5:30,27,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,17.6,15,14.96,1,14.96,3,4.0,Delhi,Few times a month,Filter
ORD010149,2023/06/06 7:10:14 PM GMT+5:30,46,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,32.09,25,24.07,5,120.35,3,,West Bengal,Few times a month,Keyword
ORD010150,2023/06/05 2:46:25 PM GMT+5:30,31,Male,Once a month,Home and Kitchen;others,15.06,10,13.55,1,13.55,4,3.0,Maharashtra,Few times a month,Keyword
ORD010151,2023/06/08 5:20:57 PM GMT+5:30,24,Prefer not to say,Less than once a month,Clothing and Fashion;others,30.72,25,23.04,4,92.16,2,,Karnataka,Rarely,others
ORD010152,2023/06/09 2:49:20 PM GMT+5:30,46,Prefer not to say,Few times a month,Clothing and Fashion,65.82,15,55.95,2,111.9,2,2.0,Uttar Pradesh,Few times a week,Filter
ORD010153,2023/06/05 8:52:01 PM GMT+5:30,25,Male,Few times a month,others,13.64,5,12.96,1,12.96,3,4.0,Delhi,Rarely,others
ORD010154,2023/06/12 3:37:14 PM GMT+5:30,12,Female,Multiple times a week,Beauty and Personal Care,51.91,15,44.12,1,44.12,2,4.0,Delhi,Few times a week,categories
ORD010155,2023/06/09 2:36:09 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion,66.5,15,56.52,2,113.04,3,4.0,Delhi,Multiple times a day,Filter
ORD010156,2023/06/08 5:11:27 PM GMT+5:30,25,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,27.6,30,19.32,3,57.96,4,3.0,Delhi,Few times a month,categories
ORD010157,2023/06/08 5:25:40 PM GMT+5:30,27,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,33.9,50,16.95,1,16.95,3,5.0,Uttar Pradesh,Few times a month,categories
ORD010158,2023/06/07 2:23:02 PM GMT+5:30,29,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,23.67,10,21.3,1,21.3,4,2.0,West Bengal,Multiple times a day,Keyword
ORD010159,2023/06/12 4:02:02 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,26.65,15,22.65,1,22.65,3,3.0,Karnataka,Few times a week,categories
ORD010160,2023/06/06 8:46:03 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,58.71,50,29.36,1,29.36,5,3.0,Maharashtra,Few times a week,categories
ORD010161,2023/06/09 3:26:38 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care,55.01,15,46.76,2,93.52,5,3.0,Delhi,Few times a month,categories
ORD010162,2023/06/07 12:29:31 PM GMT+5:30,36,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,43.62,15,37.08,5,185.4,2,3.0,Delhi,Few times a week,Keyword
ORD010163,2023/06/06 10:03:52 AM GMT+5:30,23,Male,Once a week,Clothing and Fashion,50.68,5,48.15,1,48.15,6,2.0,Tamil Nadu,Few times a week,Filter
ORD010164,2023/06/06 7:18:52 PM GMT+5:30,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,38.09,25,28.57,2,57.14,5,4.0,Karnataka,Few times a month,categories
ORD010165,2023/06/08 5:15:27 PM GMT+5:30,34,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,14.03,15,11.93,1,11.93,4,2.0,Tamil Nadu,Multiple times a day,Keyword
ORD010166,2023/06/05 8:46:09 PM GMT+5:30,32,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,69.74,20,55.79,1,55.79,4,4.0,Delhi,Few times a week,categories
ORD010167,2023/06/09 9:33:35 AM GMT+5:30,45,Male,Once a month,Clothing and Fashion,17.72,20,14.18,1,14.18,5,5.0,Tamil Nadu,Multiple times a day,Keyword
ORD010168,2023/06/08 5:37:13 PM GMT+5:30,26,Female,Few times a month,Clothing and Fashion;Home and Kitchen,30.87,10,27.78,3,83.34,3,3.0,Maharashtra,Rarely,categories
ORD010169,2023/06/05 1:32:57 PM GMT+5:30,25,Female,Once a month,Beauty and Personal Care,60.18,10,54.16,1,54.16,3,5.0,Delhi,Few times a month,categories
ORD010170,2023/06/09 4:28:30 PM GMT+5:30,34,Prefer not to say,Few times a month,Clothing and Fashion,12.42,30,8.69,1,8.69,4,3.0,Uttar Pradesh,Few times a month,categories
ORD010171,2023/06/07 6:29:14 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion;Home and Kitchen,51.27,30,35.89,10,358.9,1,,Uttar Pradesh,Few times a week,Filter
ORD010172,2023/06/11 11:25:48 PM GMT+5:30,43,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,14.38,20,11.5,4,46.0,4,1.0,Tamil Nadu,Few times a week,Filter
ORD010173,2023/06/06 12:00:16 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,50.22,0,50.22,1,50.22,2,4.0,Uttar Pradesh,Multiple times a day,categories
ORD010174,2023/06/11 11:15:03 PM GMT+5:30,34,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,76.85,15,65.32,1,65.32,2,4.0,West Bengal,Few times a week,categories
ORD010175,2023/06/05 12:39:14 AM GMT+5:30,22,Female,Less than once a month,Beauty and Personal Care;others,19.76,20,15.81,4,63.24,5,4.0,Maharashtra,Few times a month,others
ORD010176,2023/06/11 10:42:48 PM GMT+5:30,23,Male,Once a month,Clothing and Fashion,18.04,15,15.33,2,30.66,3,3.0,Uttar Pradesh,Rarely,Filter
ORD010177,2023/06/06 7:18:52 PM GMT+5:30,18,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,34.93,30,24.45,4,97.8,4,4.0,Maharashtra,Few times a month,categories
ORD010178,2023/06/08 5:39:54 PM GMT+5:30,42,Female,Few times a month,Clothing and Fashion;Home and Kitchen;others,17.65,0,17.65,1,17.65,3,4.0,nan,Few times a week,Keyword
ORD010179,2023/06/07 11:00:15 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,7.21,20,5.77,1,5.77,1,2.0,Tamil Nadu,Few times a week,Filter
ORD010180,2023/06/07 10:40:10 PM GMT+5:30,32,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,32.53,15,27.65,1,27.65,3,5.0,Maharashtra,Few times a week,Filter
ORD010181,2023/06/07 11:46:52 AM GMT+5:30,46,Female,Once a month,others,41.87,20,33.5,1,33.5,5,4.0,Maharashtra,Rarely,others
ORD010182,2023/06/11 10:55:58 PM GMT+5:30,34,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,26.31,20,21.05,4,84.2,5,1.0,Tamil Nadu,Few times a week,categories
ORD010183,2023/06/06 3:02:38 PM GMT+5:30,23,Female,Less than once a month,Clothing and Fashion;others,35.84,15,30.46,2,60.92,6,3.0,West Bengal,Few times a month,Keyword
ORD010184,2023/06/06 11:28:31 PM GMT+5:30,24,Male,Less than once a month,Clothing and Fashion,69.01,5,65.56,1,65.56,5,2.0,Tamil Nadu,Few times a month,categories
ORD010185,2023/06/04 8:00:11 PM GMT+5:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,25.78,20,20.62,1,20.62,7,2.0,West Bengal,Few times a month,Keyword
ORD010186,2023/06/07 10:57:14 AM GMT+5:30,26,Others,Few times a month,Beauty and Personal Care,28.26,30,19.78,2,39.56,4,5.0,Karnataka,Few times a week,Filter
ORD010187,2023/06/12 3:48:11 PM GMT+5:30,25,Female,Few times a month,Beauty and Personal Care,32.66,20,26.13,1,26.13,1,4.0,Maharashtra,Few times a week,categories
ORD010188,2023/06/09 2:36:46 PM GMT+5:30,34,Prefer not to say,Once a week,Beauty and Personal Care,26.58,5,25.25,2,50.5,6,3.0,West Bengal,Few times a month,categories
ORD010189,2023/06/09 10:59:38 AM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Home and Kitchen,26.59,25,19.94,1,19.94,7,4.0,Uttar Pradesh,Few times a month,Filter
ORD010190,2023/06/05 2:24:22 PM GMT+5:30,24,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,109.51,10,98.56,1,98.56,3,5.0,Maharashtra,Few times a month,Keyword
ORD010191,2023/06/12 3:53:28 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,36.16,15,30.74,2,61.48,2,3.0,Karnataka,Few times a month,Filter
ORD010192,2023/06/06 6:35:33 PM GMT+5:30,27,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,26.9,15,22.86,1,22.86,1,,Maharashtra,Few times a month,Filter
ORD010193,2023/06/05 12:37:54 AM GMT+5:30,30,Female,Once a month,Home and Kitchen,87.27,15,74.18,1,74.18,4,5.0,Delhi,Few times a month,Filter
ORD010194,2023/06/11 10:52:06 PM GMT+5:30,36,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,70.79,15,60.17,1,60.17,4,4.0,West Bengal,Few times a week,categories
